REV	MU_E	MU_T	TAU_E	TAU_T	GAIN	OFFSET	FLAG_MU_E	FLAG_MU_T	FLAG_TAU_E	FLAG_TAU_T	FLAG_GAIN	FLAG_OFFSET
137	859.7094948475183	56.16318942248726	1.30878538837585e-06	5.9754746104376e-06	8.077544426494347	-6.297506884780115	0	0	0	0	0	0	
138	861.6664880558569	57.25417714094968	1.28621759504837e-06	6.01755460910001e-06	8.077544426494347	-6.123582995410033	0	0	0	0	0	0	
139	857.115540792901	56.68939264356595	1.28438428445757e-06	5.96687607212475e-06	8.077544426494347	-5.734757506814311	0	0	0	0	0	0	
140	856.2293722134519	57.96491418843403	1.28115879240746e-06	5.91772828450795e-06	8.077544426494347	-5.913602596040825	0	0	0	0	0	0	
141	855.1790130915979	57.69844951572873	1.27641789283291e-06	5.83778145835004e-06	8.077544426494347	-5.849340570910809	0	0	0	0	0	0	
142	857.8864702191249	55.34732113493239	1.2766476047516e-06	5.77603616617687e-06	8.077544426494347	-6.10808304178184	0	0	0	0	0	0	
143	866.4232425545708	56.85419954428814	1.27352746874931e-06	5.88255711676005e-06	8.077544426494347	-6.581103167619755	0	0	0	0	0	0	
144	885.4943793666658	54.94127217575527	1.22763276400752e-06	6.14330841675709e-06	8.077544426494347	-6.112610528330181	0	0	1	0	0	0	
145	856.3371760745767	56.15652485907899	1.27907201108542e-06	6.11873611271722e-06	8.077544426494347	-6.30349501254249	0	0	0	0	0	0	
146	856.8560090056443	58.1191632135632	1.2761382054708e-06	5.95410555762102e-06	8.077544426494347	-6.375712238989402	0	0	0	0	0	0	
147	859.6217222974685	53.88174437911154	1.27449211847245e-06	5.7898371880714e-06	8.077544426494347	-6.272014082896167	0	0	0	0	0	0	
148	854.3864251955539	54.36215762715192	1.305084754118e-06	6.04852916386124e-06	8.077544426494347	-6.593554854478207	0	0	0	0	0	0	
149	855.2812831527299	57.73922220516026	1.18614680539499e-06	5.87303413831764e-06	8.077544426494347	-5.720454452962477	0	0	1	0	0	0	
150	861.4358791104806	56.49724418329417	1.21803972312938e-06	5.75440367827757e-06	8.077544426494347	-6.381970483649101	0	0	0	0	0	0	
151	867.7429917185896	56.43959847711616	1.25175029344634e-06	5.78138464495454e-06	8.077544426494347	-6.197940163374454	0	0	0	0	0	0	
152	844.2472382571057	57.27087160461026	1.29339365073419e-06	5.77029782926152e-06	8.077544426494347	-6.311740122164602	0	0	0	0	0	0	
153	857.7404523382602	57.16836638609057	1.2076955297872e-06	5.49610647961796e-06	8.077544426494347	-6.037155128980602	0	0	0	1	0	0	
154	861.5969428232437	57.24006333057328	1.20361547887909e-06	5.84032549066028e-06	8.077544426494347	-6.26019529422382	0	0	0	0	0	0	
155	864.407658328902	56.92437004856026	1.21224149150334e-06	6.00171161297726e-06	8.077544426494347	-6.588410554900557	0	0	0	0	0	0	
156	844.4837879940404	57.40536749318014	1.21968099018454e-06	5.75310049196448e-06	8.077544426494347	-5.798975975470233	0	0	0	0	0	0	
157	835.4100625565496	58.44637607332326	1.25840385556588e-06	5.97908779526591e-06	8.077544426494347	-6.438842826026153	0	0	0	0	0	0	
158	846.5636537938708	57.41737954115409	1.2531431936607e-06	5.84830237043338e-06	8.077544426494347	-6.561463960009675	0	0	0	0	0	0	
159	856.4373184639998	56.86198305870208	1.21697202183887e-06	5.4265344018623e-06	8.077544426494347	-6.402779600388513	0	0	0	1	0	0	
160	865.6104029321658	53.87745508609807	1.17621799657262e-06	5.80736588700463e-06	8.077544426494347	-5.993495428960692	0	1	0	0	0	0	
161	860.8674392890142	52.38374800915787	1.25314164988657e-06	5.87242615428252e-06	8.077544426494347	-6.502633701346786	0	1	0	0	0	0	
162	851.0389610178541	58.01344969508183	1.21217576555217e-06	5.88410742287676e-06	8.077544426494347	-5.619372068038647	0	0	0	0	0	0	
163	853.5783760970886	57.2411310006892	1.22309748898922e-06	6.36632742385906e-06	8.077544426494347	-6.039282556369953	0	0	0	1	0	0	
164	862.9805674769985	55.73867681390369	1.20717253143304e-06	5.58992834074358e-06	8.077544426494347	-6.528359459674543	0	0	0	0	0	0	
165	865.5764568640097	59.39461400290465	1.19496649993105e-06	5.8586648110886e-06	8.077544426494347	-6.551888306483412	0	0	0	0	0	0	
166	858.711203499636	56.74708441359645	1.23732285912289e-06	5.43085278838113e-06	8.077544426494347	-6.628282912243515	0	0	0	1	0	0	
167	861.3109096040621	57.91655197112185	1.21023854854823e-06	5.87057284742106e-06	8.077544426494347	-5.978184028622716	0	0	0	0	0	0	
168	855.2727630517379	56.80395993755285	1.25386389957358e-06	5.91382735148542e-06	8.077544426494347	-7.151979035088239	0	0	0	0	0	0	
169	860.2052173994635	57.68310324821672	1.23168861375646e-06	6.12959147323135e-06	8.077544426494347	-7.759717916572135	0	0	0	0	0	1	
170	849.6197270941319	57.00324279597992	1.25382252962965e-06	6.2087990429438e-06	8.077544426494347	-6.503043423806693	0	0	0	0	0	0	
171	856.8635378852085	55.18945157786724	1.24404291087913e-06	5.84579527242957e-06	8.077544426494347	-7.077281453807472	0	0	0	0	0	0	
172	868.6866215690247	57.41654678958869	1.20263958951517e-06	5.83544411051257e-06	8.077544426494347	-6.904085421336991	0	0	0	0	0	0	
173	856.6351413343101	57.17059408001123	1.24006079780287e-06	6.11017931659244e-06	8.077544426494347	-7.093102570727847	0	0	0	0	0	0	
174	848.7821296581458	58.7586583426661	1.26627736906757e-06	5.95456605496621e-06	8.077544426494347	-7.25665450210509	0	0	0	0	0	0	
175	873.5254266608432	58.25503925372762	1.21740985522434e-06	5.86429574879467e-06	8.077544426494347	-7.121247388427571	0	0	0	0	0	0	
176	853.0545667331619	54.51507251006905	1.23281969765365e-06	6.05019647122267e-06	8.077544426494347	-6.239818702033738	0	0	0	0	0	0	
177	857.1880246914844	57.98311739840324	1.19840471378445e-06	5.89205276200902e-06	8.077544426494347	-6.134451102675937	0	0	0	0	0	0	
178	864.4824104179486	61.48998580996826	1.24569314090651e-06	5.99485440769799e-06	8.077544426494347	-7.909094711942805	0	1	0	0	0	1	
179	866.6693079974771	57.76332660367526	1.20063165539845e-06	5.73605511931226e-06	8.077544426494347	-6.494164324408649	0	0	0	0	0	0	
180	870.1420194280724	55.90507581951838	1.2090640293447e-06	5.62718784194417e-06	8.077544426494347	-6.234975592775036	0	0	0	0	0	0	
181	860.1596538146154	58.45396930183666	1.23004759329233e-06	5.53806847184034e-06	8.077544426494347	-7.248521939471908	0	0	0	0	0	0	
182	863.8737979344218	53.99632194458231	1.1731310357853e-06	5.83641944579683e-06	8.077544426494347	-6.196106062712929	0	1	0	0	0	0	
183	842.9972885687546	60.63558002157957	1.22139520701374e-06	5.83759531929432e-06	8.077544426494347	-6.38636354069782	0	1	0	0	0	0	
184	862.5448719827809	55.22600036737235	1.18585382160215e-06	5.89087123229222e-06	8.077544426494347	-6.580702803581766	0	0	0	0	0	0	
185	864.6874098920028	56.71441320395524	1.16179308879547e-06	5.94361175597668e-06	8.077544426494347	-6.488638593362699	0	0	0	0	0	0	
186	873.1748252330249	57.20967463916681	1.19713296259405e-06	5.69171797287992e-06	8.077544426494347	-6.649749755113431	0	0	0	0	0	0	
187	853.6361122395982	57.24809497359244	1.22357807327999e-06	6.07697443112712e-06	8.077544426494347	-6.710124702140146	0	0	0	0	0	0	
188	863.1827459693834	56.42527731822907	1.21020031151255e-06	5.92035894662202e-06	8.077544426494347	-6.864102174496758	0	0	0	0	0	0	
189	851.9821877863778	60.57379349361544	1.20844657147509e-06	5.89242379117064e-06	8.077544426494347	-6.574490145424518	0	1	0	0	0	0	
190	857.7853638572179	57.18235281265	1.17893081590812e-06	5.87227273116182e-06	8.077544426494347	-6.393439845177404	0	0	0	0	0	0	
191	851.353628363521	56.23526309752594	1.17949206655532e-06	6.18275284675931e-06	8.077544426494347	-6.227476147049043	0	0	0	0	0	0	
192	855.7718307804829	58.56700058764066	1.17098477265646e-06	5.90352490128475e-06	8.077544426494347	-5.846553522005129	0	0	0	0	0	0	
193	854.2907529126221	56.70174736781826	1.21611814260625e-06	5.94272987292448e-06	8.077544426494347	-6.838371397325633	0	0	0	0	0	0	
194	860.4193492545471	54.70273352456368	1.18689927866448e-06	6.04995904693318e-06	8.077544426494347	-6.297642404106406	0	0	0	0	0	0	
195	858.2721887401108	56.88476080722501	1.19372103094273e-06	5.54910314457216e-06	8.077544426494347	-6.291393138168587	0	0	0	0	0	0	
196	856.533961622909	56.32012124727127	1.17078667872937e-06	5.91886483500103e-06	8.077544426494347	-6.034093097434993	0	0	0	0	0	0	
197	860.12002155521	67.68076995016014	1.16486685612677e-06	5.67514725103706e-06	8.077544426494347	-6.716879914666532	0	1	0	0	0	0	
198	873.6795025774753	56.37183602082121	1.16958298472255e-06	5.943943555128e-06	8.077544426494347	-6.493557794480491	0	0	0	0	0	0	
199	856.0531288279338	56.70504553775648	1.16902016225054e-06	5.9816597881738e-06	8.077544426494347	-6.071833410065573	0	0	0	0	0	0	
200	849.8734994793846	53.3390381145631	1.20545206445421e-06	6.08909429066735e-06	8.077544426494347	-6.207667201431629	0	1	0	0	0	0	
201	855.7435251102665	57.37523198218188	1.16557882660264e-06	5.5683163456619e-06	8.077544426494347	-6.21160176271408	0	0	0	0	0	0	
202	855.0833586171569	58.58975887985783	1.17002101063685e-06	5.55641805939498e-06	8.077544426494347	-6.228982137028942	0	0	0	0	0	0	
203	859.7386252353709	56.83096527515055	1.15226549635292e-06	5.95861354408768e-06	8.077544426494347	-5.905842336199001	0	0	0	0	0	0	
204	860.6799271759982	58.00161806397662	1.14781970808697e-06	5.61269099515228e-06	8.077544426494347	-5.822740694449806	0	0	1	0	0	0	
205	855.2110980873454	60.14178328025361	1.14359961801925e-06	5.98933014976086e-06	8.077544426494347	-6.479422831378072	0	0	1	0	0	0	
206	869.3040883662136	56.94679987372282	1.13504798709965e-06	5.69722277854414e-06	8.077544426494347	-6.390989841360625	0	0	1	0	0	0	
207	875.5736402643112	56.76613665648578	1.11907370697798e-06	5.7873272844864e-06	8.077544426494347	-6.419694784695656	1	0	1	0	0	0	
208	855.4399618962392	56.95417592379633	1.13421690262441e-06	6.05508900525608e-06	8.077544426494347	-6.559887364480443	0	0	0	0	0	0	
209	866.5332935390702	57.96188931306092	1.10617379897747e-06	5.98662986494511e-06	8.077544426494347	-6.408481224099559	0	0	1	0	0	0	
210	878.5621198862294	57.80409064866301	1.11137725547151e-06	6.00966875234472e-06	8.077544426494347	-6.519501073118872	1	0	1	0	0	0	
211	880.0719783291893	57.85609111175925	1.13993298014343e-06	5.54078483096205e-06	8.077544426494347	-7.171119334585361	1	0	0	0	0	0	
212	869.3501776852049	57.28112842769829	1.16817179251103e-06	5.95723473781368e-06	8.077544426494347	-7.302925112379436	0	0	0	0	0	0	
213	846.4708290046161	55.31123972959563	1.17448349798277e-06	6.15484808346858e-06	8.077544426494347	-6.93156821179515	0	0	0	0	0	0	
214	862.7821121160671	60.96299198681876	1.16119702523804e-06	5.99469188731401e-06	8.077544426494347	-7.891593392022489	0	1	0	0	0	1	
215	860.4669225103444	54.19160880538121	1.14865489089041e-06	5.95608176606678e-06	8.077544426494347	-6.880319386683024	0	0	0	0	0	0	
216	862.2434068450615	60.21895751742614	1.1542077694886e-06	6.04438465298877e-06	8.077544426494347	-7.073623009137708	0	0	0	0	0	0	
217	873.8055185269027	59.1367395816173	1.0972784042665e-06	5.71811226590319e-06	8.077544426494347	-5.998848421075084	0	0	1	0	0	0	
218	862.4467690356948	58.29608629558309	1.1401997318594e-06	6.43809739017496e-06	8.077544426494347	-7.008565972964709	0	0	0	1	0	0	
219	854.8768584086883	57.50865115765364	1.14410094085519e-06	7.35672266439989e-06	8.077544426494347	-6.918177344829525	0	0	0	1	0	0	
220	868.6278698528309	68.65187545376605	1.10054365957077e-06	5.96370833146727e-06	8.077544426494347	-7.325196038813811	0	1	0	0	0	0	
221	863.9718057996805	67.98375715790328	1.11685099305319e-06	5.60875745843731e-06	8.077544426494347	-6.851526838164064	0	1	0	0	0	0	
222	866.4585730405191	70.24203635398463	1.07955497425203e-06	6.30153808111098e-06	8.077544426494347	-6.926095558432156	0	1	1	0	0	0	
223	865.0414340805354	52.29962969808635	1.14817242333117e-06	7.52742090255105e-06	8.077544426494347	-6.989502696097974	0	1	0	1	0	0	
224	856.0606161579266	68.60497231218946	1.09573995048787e-06	5.99471799303063e-06	8.077544426494347	-6.802969286442569	0	1	0	0	0	0	
225	860.5516942845273	68.32360830353822	1.09157733349751e-06	6.32581071043527e-06	8.077544426494347	-6.861924418872217	0	1	0	0	0	0	
226	863.412806036687	65.31264365614564	1.13223347078263e-06	5.99906823502828e-06	8.077544426494347	-7.688019539103429	0	1	0	0	0	1	
227	870.6215862897855	68.08236965613352	1.10901494205627e-06	6.29827402598118e-06	8.077544426494347	-7.617749981774334	0	1	0	0	0	1	
228	944.3857599789889	57.16509810308938	1.04265203870729e-06	6.11229321429504e-06	8.077544426494347	-6.740859838095554	1	0	1	0	0	0	
229	867.8080165522514	68.63985503252607	1.0908967514631e-06	5.97996695178299e-06	8.077544426494347	-6.41271552878077	0	1	0	0	0	0	
230	853.3996183520187	55.93105746140295	1.16441457690143e-06	7.75675485245968e-06	8.077544426494347	-7.70921181189327	0	0	0	1	0	1	
231	860.7009632010481	65.51525382054507	1.13754758170617e-06	5.98869917239687e-06	8.077544426494347	-6.990123368940446	0	1	0	0	0	0	
232	847.9778707912382	55.23980094295023	1.1669427891073e-06	6.1653395247579e-06	8.077544426494347	-6.877486502536427	0	0	0	0	0	0	
233	859.0335939234398	57.7067366427836	1.1498290288738e-06	5.93223790120374e-06	8.077544426494347	-6.946167121866119	0	0	0	0	0	0	
234	859.850626291129	55.11835275105883	1.12591264882464e-06	5.88282879206051e-06	8.077544426494347	-6.513297146933958	0	0	0	0	0	0	
235	857.5899841912917	57.41026644671921	1.10873255838338e-06	5.89385812607437e-06	8.077544426494347	-6.468947818348166	0	0	0	0	0	0	
236	861.7133873899581	57.58248345887175	1.14263993208217e-06	6.13333699243843e-06	8.077544426494347	-6.91507668353413	0	0	0	0	0	0	
237	869.945457375042	57.79361816219055	1.13840294620519e-06	5.93978962465373e-06	8.077544426494347	-7.165463075107804	0	0	0	0	0	0	
238	862.0838199465559	57.46846454894857	1.12037318187584e-06	5.62563040788883e-06	8.077544426494347	-6.833515700009629	0	0	0	0	0	0	
239	869.5551914492459	57.46021435346341	1.13761700113863e-06	5.96321625870866e-06	8.077544426494347	-8.409137047104311	0	0	0	0	0	1	
240	871.7092840291657	58.2624114276303	1.11236731432718e-06	6.0066470175553e-06	8.077544426494347	-8.195840038812724	0	0	0	0	0	1	
241	888.3080477119669	57.47029057157051	1.07867707009713e-06	5.87719420066616e-06	8.077544426494347	-7.345184603842174	0	0	0	0	0	0	
242	854.8697253615035	57.41980786779275	1.11354733931175e-06	5.97681449996379e-06	8.077544426494347	-6.554951100083468	0	0	0	0	0	0	
243	859.1618880368932	54.74912168731948	1.12570212857462e-06	6.06216281654129e-06	8.077544426494347	-7.088702449924925	0	0	0	0	0	0	
244	858.8612192698738	57.67290141173957	1.10925736896731e-06	5.59265197785927e-06	8.077544426494347	-6.658812038189799	0	0	0	0	0	0	
245	862.4559511794048	56.07532092769842	1.08611447053971e-06	5.84241860843078e-06	8.077544426494347	-6.911000229705433	0	0	0	0	0	0	
246	859.7262202825074	54.85287738358318	1.11004949775348e-06	6.04896902093063e-06	8.077544426494347	-6.958452041833068	0	0	0	0	0	0	
